,Loyalty_Number,Year,Month,Flights_Booked,Flights_with_Companions,Total_Flights,Distance,Points_Accumulated,Points_Redeemed,Dollar_Cost_Points_Redeemed,Province,City,Postal_Code,Gender,Education,Marital_Status,Loyalty_Card,CLV,Enrollment_Type,Enrollment_Year,Enrollment_Month,Salary
198479,582929,2018,12,17,5,22,2398,239.0,0,0,Nova Scotia,Halifax,B3J 9S2,Female,College,Married,Nova,3792.83,Standard,2013,1,79381
198503,582930,2018,12,7,0,7,3773,377.0,0,0,Ontario,Toronto,M2M 7K8,Female,Bachelor,Single,Aurora,5913.31,Standard,2014,4,63866
198527,583003,2017,12,2,2,4,296,29.0,718,58,Ontario,Sudbury,M5V 1G5,Male,College,Married,Nova,5325.72,Standard,2017,10,79381
198551,583005,2018,12,3,3,6,3042,304.0,0,0,Alberta,Calgary,T3E 2V9,Male,College,Single,Star,2376.53,Standard,2012,5,79381
198575,583165,2018,12,0,0,0,0,0.0,0,0,Quebec,Montreal,H2T 9K8,Male,Bachelor,Married,Aurora,6382.05,Standard,2013,5,96786
198599,583227,2018,12,0,0,0,0,0.0,0,0,Ontario,Ottawa,K1F 2R2,Female,College,Single,Aurora,6465.22,Standard,2016,1,79381
198623,583271,2018,12,0,0,0,0,0.0,0,0,Manitoba,Winnipeg,R6Y 4T5,Female,College,Single,Star,2618.81,Standard,2012,11,79381
198647,583272,2018,12,12,7,19,2128,212.0,0,0,Quebec,Montreal,H2T 2J6,Male,Bachelor,Married,Star,2483.64,Standard,2018,1,68957
198671,583327,2018,12,6,0,6,2922,292.0,0,0,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,Married,Nova,2743.55,Standard,2017,8,101995
198695,583415,2018,12,7,0,7,3381,338.0,0,0,Alberta,Edmonton,T3G 6Y6,Female,Bachelor,Married,Aurora,5923.12,Standard,2017,2,99347
198719,583513,2018,12,6,2,8,3904,390.0,0,0,Ontario,Toronto,M1R 4K3,Male,Bachelor,Married,Aurora,7703.4,Standard,2012,9,58809
198743,583539,2018,12,0,0,0,0,0.0,0,0,New Brunswick,Fredericton,E3B 2H2,Female,College,Single,Nova,4526.61,Standard,2015,12,79381
198767,583601,2018,12,8,6,14,3780,378.0,0,0,New Brunswick,Fredericton,E3B 2H2,Female,Bachelor,Married,Star,4422.88,Standard,2018,8,47364
198791,583610,2018,11,10,4,14,3192,319.0,0,0,Ontario,Thunder Bay,K8T 5M5,Male,College,Single,Star,5100.09,Standard,2015,12,79381
198815,583648,2018,12,7,4,11,4323,432.0,0,0,Ontario,Ottawa,K1F 2R2,Male,Bachelor,Single,Star,4803.24,Standard,2012,12,59210
198839,583670,2018,12,0,0,0,0,0.0,0,0,Quebec,Quebec City,G1B 3L5,Male,Bachelor,Married,Star,35022.45,Standard,2017,6,50398
198863,583718,2018,12,7,1,8,3520,352.0,0,0,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,Married,Aurora,8696.91,Standard,2017,9,98806
198887,583754,2018,11,0,0,0,0,0.0,0,0,Ontario,Toronto,M2Z 4K1,Male,Bachelor,Married,Star,2471.53,Standard,2018,5,101933
198911,583788,2018,12,0,0,0,0,0.0,0,0,Ontario,Toronto,P1J 8T7,Female,Bachelor,Married,Nova,7349.33,Standard,2018,10,51716
198935,584017,2018,12,8,0,8,1456,145.0,0,0,British Columbia,Vancouver,V6E 3D9,Male,College,Married,Star,4656.49,Standard,2012,8,79381
198959,802425,2018,12,2,2,4,1864,186.0,0,0,British Columbia,Vancouver,V6E 3D9,Female,College,Married,Aurora,7200.66,Standard,2016,7,79381
198983,584285,2018,12,0,0,0,0,0.0,0,0,Alberta,Edmonton,T3G 6Y6,Male,Bachelor,Married,Aurora,5380.9,Standard,2013,9,72409
199007,584377,2018,12,15,0,15,1275,127.0,0,0,Ontario,Kingston,M9K 2P4,Female,Bachelor,Single,Star,11260.9,Standard,2012,9,96523
199031,584405,2018,12,10,0,10,1250,125.0,0,0,Ontario,Toronto,P1J 8T7,Female,High School or Below,Divorced,Nova,8991.98,Standard,2016,1,54522
199055,584426,2018,12,0,0,0,0,0.0,0,0,Ontario,Trenton,K8V 4B2,Female,Bachelor,Married,Star,6899.71,Standard,2013,1,59207
199079,584458,2018,12,5,0,5,3810,381.0,0,0,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,Single,Star,2719.85,Standard,2012,8,61912
199103,683485,2018,12,11,0,11,3454,345.0,0,0,Manitoba,Winnipeg,R2C 0M5,Female,Bachelor,Married,Nova,8092.88,Standard,2017,3,69098
199127,584536,2018,12,0,0,0,0,0.0,0,0,Alberta,Calgary,T3E 2V9,Female,Bachelor,Divorced,Star,2650.62,Standard,2013,12,60470
199151,584537,2018,12,6,6,12,2880,288.0,0,0,Manitoba,Winnipeg,R2C 0M5,Female,Bachelor,Married,Nova,7504.69,Standard,2013,2,103508
199175,584564,2018,10,13,0,13,2041,204.0,0,0,British Columbia,Vancouver,V6E 3Z3,Female,College,Married,Aurora,11131.57,Standard,2016,12,79381
199199,584727,2018,12,0,0,0,0,0.0,0,0,British Columbia,Vancouver,V5R 1W3,Male,College,Single,Nova,17712.21,Standard,2013,3,79381
199223,584737,2018,12,7,0,7,3353,335.0,0,0,Ontario,Toronto,M8Y 4K8,Female,Bachelor,Divorced,Nova,10484.92,Standard,2018,6,76622
199271,584782,2018,12,8,2,10,4180,418.0,0,0,Ontario,Ottawa,K1F 2R2,Male,Doctor,Single,Nova,4254.62,Standard,2016,11,70996
199295,584796,2018,12,9,0,9,3942,394.0,0,0,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,Single,Star,19454.41,Standard,2018,8,75704
199343,584833,2018,12,3,0,3,699,69.0,0,0,Quebec,Montreal,H2Y 2W2,Male,Bachelor,Married,Aurora,10307.65,Standard,2017,11,89245
199367,584845,2018,12,16,3,19,2432,243.0,0,0,Ontario,Trenton,K8V 4B2,Male,Bachelor,Married,Star,2530.81,Standard,2015,8,59575
199391,584880,2018,12,1,0,1,771,77.0,0,0,Ontario,Toronto,M2P 4F6,Male,College,Single,Nova,13668.36,Standard,2016,2,79381
199415,585039,2018,11,0,0,0,0,0.0,0,0,British Columbia,Victoria,V10 6T5,Female,College,Married,Nova,13352.56,Standard,2016,9,79381
199439,585066,2018,12,0,0,0,0,0.0,0,0,Quebec,Tremblant,H5Y 2S9,Male,Bachelor,Married,Star,2675.57,Standard,2018,12,81546
199463,585082,2018,12,0,0,0,0,0.0,0,0,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,Married,Nova,15304.52,Standard,2014,3,61373
199487,585162,2018,12,0,0,0,0,0.0,0,0,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,Divorced,Star,5666.7,Standard,2015,7,67145
199511,585271,2018,12,17,8,25,3725,372.0,0,0,Saskatchewan,Regina,S6J 3G0,Female,Bachelor,Married,Nova,8673.59,Standard,2017,10,64076
199535,585275,2018,12,10,0,10,4200,420.0,0,0,Ontario,Toronto,P1J 8T7,Female,College,Single,Aurora,10004.03,Standard,2017,1,79381
199559,585316,2018,11,9,0,9,1269,126.0,0,0,Quebec,Montreal,H2T 2J6,Female,Bachelor,Married,Nova,15956.52,Standard,2017,8,76652
199583,585377,2018,12,1,1,2,1540,154.0,0,0,Yukon,Whitehorse,Y2K 6R0,Male,Bachelor,Single,Star,5528.21,Standard,2014,4,58314
199607,585386,2018,12,17,2,19,1216,121.0,746,60,Quebec,Montreal,H2Y 2W2,Male,Bachelor,Married,Nova,7724.68,Standard,2016,11,53168
199631,585420,2018,12,16,7,23,2001,200.0,0,0,Ontario,Toronto,M1R 4K3,Male,Bachelor,Single,Nova,9951.71,Standard,2017,8,73510
199655,585495,2018,12,0,0,0,0,0.0,0,0,Quebec,Montreal,H2T 2J6,Female,Master,Married,Aurora,11981.98,Standard,2014,5,106899
199679,585509,2018,12,14,0,14,3738,373.0,0,0,Ontario,Toronto,P5S 6R4,Male,College,Married,Star,4270.03,Standard,2018,6,79381
199703,585629,2018,12,0,0,0,0,0.0,0,0,Quebec,Montreal,H2T 9K8,Male,College,Single,Star,4423.69,Standard,2016,3,79381
199727,585642,2018,12,11,0,11,1749,174.0,0,0,Ontario,Toronto,P1L 8X8,Female,Bachelor,Divorced,Star,2404.92,Standard,2018,5,78340
199775,585756,2018,1,12,2,14,924,92.0,556,45,Ontario,Trenton,K8V 4B2,Female,Bachelor,Married,Nova,3673.99,Standard,2015,5,62044
199799,585793,2018,12,12,5,17,2686,268.0,0,0,Ontario,London,M5B 3E4,Male,College,Single,Nova,6944.74,Standard,2016,9,79381
199823,585850,2018,12,1,0,1,2385,238.0,0,0,Ontario,Toronto,M2Z 4K1,Female,College,Married,Star,2398.33,Standard,2017,6,79381
199847,701223,2018,12,4,4,8,4232,423.0,0,0,Quebec,Montreal,H2T 2J6,Female,College,Married,Star,5325.72,Standard,2016,2,79381
199871,585854,2018,12,0,0,0,0,0.0,0,0,Ontario,Toronto,P1W 1K4,Male,Bachelor,Married,Star,6478.8,Standard,2013,11,69126
199895,585947,2018,12,16,5,21,3528,352.0,0,0,Manitoba,Winnipeg,R2C 0M5,Female,Bachelor,Married,Star,3207.47,Standard,2013,12,49977
199919,585976,2018,12,17,0,17,1700,170.0,0,0,British Columbia,Vancouver,V6E 3Z3,Female,Bachelor,Married,Nova,4881.3,Standard,2018,7,59712
199943,585978,2018,12,7,0,7,3598,359.0,0,0,Ontario,Ottawa,K1F 2R2,Female,Bachelor,Married,Aurora,8099.4,Standard,2017,9,76494
199967,586056,2018,12,9,1,10,870,87.0,0,0,Manitoba,Winnipeg,R2C 0M5,Female,Bachelor,Married,Star,5107.16,Standard,2013,8,57975
199991,586076,2018,12,0,0,0,0,0.0,0,0,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,Married,Aurora,8712.16,2018 Promotion,2018,2,82043
200015,586100,2018,12,4,0,4,288,28.0,0,0,Quebec,Hull,J8Y 3Z5,Female,College,Single,Star,4653.09,Standard,2017,1,79381
200039,586164,2018,12,0,0,0,0,0.0,0,0,Ontario,Trenton,K8V 4B2,Female,Bachelor,Married,Nova,3723.11,Standard,2012,7,55303
200063,586191,2018,12,1,0,1,3625,362.0,0,0,Quebec,Montreal,H2Y 4R4,Female,Bachelor,Married,Star,2682.7,Standard,2012,9,78352
200087,586199,2018,12,4,0,4,3456,345.0,0,0,British Columbia,Victoria,V10 6T5,Female,High School or Below,Married,Nova,4506.49,2018 Promotion,2018,2,64810
200111,586365,2018,11,1,0,1,2539,253.0,0,0,Quebec,Montreal,H2Y 2W2,Male,College,Single,Star,2561.58,Standard,2018,1,79381
200135,586401,2018,12,8,4,12,4380,438.0,0,0,Ontario,Kingston,M9K 2P4,Female,College,Single,Star,7350.18,Standard,2017,11,79381
200159,586446,2018,12,3,0,3,3309,330.0,0,0,Ontario,Ottawa,K1F 2R2,Male,College,Single,Nova,13272.23,Standard,2015,5,79381
200183,586542,2018,12,14,0,14,1750,175.0,0,0,Quebec,Montreal,H2T 9K8,Male,Doctor,Divorced,Aurora,5096.67,Standard,2016,3,210090
200207,586686,2018,12,11,0,11,2728,272.0,0,0,Quebec,Montreal,H4G 3T4,Male,Bachelor,Divorced,Aurora,7284.36,Standard,2017,3,81505
200231,586711,2018,12,7,0,7,1638,163.0,0,0,Quebec,Montreal,H2Y 2W2,Female,Bachelor,Married,Nova,3732.35,Standard,2013,4,57855
200255,586734,2018,12,0,0,0,0,0.0,0,0,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,Married,Star,25807.06,Standard,2017,6,84015
200279,586753,2018,11,9,6,15,3495,349.0,0,0,British Columbia,Vancouver,V1E 4R6,Male,Bachelor,Divorced,Star,15228.2,Standard,2014,12,101526
200303,586870,2018,12,12,0,12,4296,429.0,0,0,British Columbia,Vancouver,V5R 1W3,Male,Bachelor,Married,Nova,8543.25,Standard,2016,2,104482
200327,586891,2018,12,6,2,8,1848,184.0,0,0,British Columbia,West Vancouver,V6V 8Z3,Male,College,Single,Star,4481.39,Standard,2016,7,79381
200351,586944,2018,12,3,0,3,1008,100.0,0,0,British Columbia,Whistler,V6T 1Y8,Female,Bachelor,Divorced,Nova,2744.08,Standard,2015,5,89856
200375,587196,2018,12,0,0,0,0,0.0,0,0,Quebec,Montreal,H2Y 4R4,Male,Bachelor,Married,Nova,4874.67,Standard,2018,5,81276
200399,587284,2018,12,0,0,0,0,0.0,0,0,Ontario,Toronto,M2M 6J7,Male,College,Single,Aurora,5510.56,Standard,2018,1,79381
200423,984878,2018,12,13,0,13,3172,317.0,0,0,Saskatchewan,Regina,S6J 3G0,Male,College,Divorced,Star,2433.09,Standard,2016,12,79381
200447,587420,2018,12,0,0,0,0,0.0,0,0,British Columbia,Vancouver,V6E 3Z3,Male,College,Married,Star,2482.92,Standard,2012,9,79381
200471,587480,2018,12,5,0,5,2875,287.0,0,0,Ontario,Toronto,M8Y 4K8,Male,Doctor,Married,Star,2585.94,Standard,2014,1,193840
200495,587543,2018,12,4,0,4,868,86.0,0,0,Quebec,Tremblant,H5Y 2S9,Female,Bachelor,Married,Star,3554.85,Standard,2018,6,74756
200519,587591,2018,1,6,0,6,408,40.0,447,36,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,Divorced,Star,4834.71,Standard,2013,4,60235
200543,587623,2018,11,0,0,0,0,0.0,0,0,Ontario,Toronto,M8Y 4K8,Male,Bachelor,Divorced,Star,5800.17,Standard,2016,9,50546
200567,587633,2017,2,7,4,11,726,72.0,354,29,British Columbia,Victoria,V10 6T5,Female,High School or Below,Married,Star,2423.26,Standard,2018,5,50806
200591,587769,2018,12,0,0,0,0,0.0,0,0,Ontario,Trenton,K8V 4B2,Male,Doctor,Divorced,Star,9421.1,Standard,2018,12,212281
200615,587800,2018,12,5,0,5,1395,139.0,0,0,Saskatchewan,Regina,S6J 3G0,Male,College,Single,Star,7320.07,Standard,2015,11,79381
200639,587867,2018,12,0,0,0,0,0.0,0,0,Alberta,Edmonton,T9G 1W3,Female,Bachelor,Married,Nova,11565.69,Standard,2018,5,79208
200663,588015,2018,12,11,0,11,2112,211.0,0,0,Quebec,Quebec City,G1B 3L5,Male,Bachelor,Married,Star,20930.05,Standard,2015,9,54250
200687,588095,2018,12,6,6,12,1308,130.0,0,0,British Columbia,Vancouver,V1E 4R6,Female,Bachelor,Divorced,Star,8272.49,Standard,2013,2,98675
200711,588220,2018,12,11,5,16,2720,272.0,0,0,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,Single,Star,2606.19,Standard,2013,5,52249
200735,588237,2018,10,13,2,15,975,97.0,509,41,Quebec,Tremblant,H5Y 2S9,Male,Bachelor,Married,Star,3939.01,Standard,2013,11,75827
200759,588516,2018,8,17,3,20,1300,130.0,645,52,Ontario,Toronto,M2M 6J7,Female,Bachelor,Married,Aurora,5536.39,Standard,2016,5,70119
200783,588657,2017,2,7,3,10,760,76.0,430,35,Newfoundland,St. John's,A1C 6H9,Female,Bachelor,Married,Nova,5460.32,Standard,2015,2,65131
200807,588789,2018,12,0,0,0,0,0.0,0,0,Ontario,Toronto,P1L 8X8,Female,Bachelor,Married,Nova,3136.7,Standard,2016,3,75551
200831,588864,2018,12,7,0,7,2807,280.0,0,0,New Brunswick,Fredericton,E3B 2H2,Male,Bachelor,Married,Nova,10926.69,Standard,2018,10,53433
200855,588917,2018,12,7,0,7,3157,315.0,0,0,Ontario,Toronto,P1L 8X8,Male,Bachelor,Divorced,Star,35203.57,Standard,2016,2,73136
200879,588980,2018,12,0,0,0,0,0.0,0,0,Quebec,Tremblant,H5Y 2S9,Male,College,Single,Nova,4524.64,Standard,2014,12,79381
200903,588993,2018,12,5,0,5,2605,260.0,0,0,Manitoba,Winnipeg,R6Y 4T5,Female,Bachelor,Divorced,Star,2577.51,Standard,2018,8,68104
200927,589101,2018,12,14,0,14,2576,257.0,0,0,Ontario,Toronto,M2M 7K8,Male,Bachelor,Divorced,Aurora,12622.83,Standard,2012,11,77161
200951,589394,2018,12,0,0,0,0,0.0,0,0,Ontario,Toronto,M8Y 4K8,Female,Bachelor,Married,Star,2707.21,Standard,2012,12,91168
200975,589427,2018,12,15,0,15,4110,411.0,0,0,Ontario,London,M5B 3E4,Female,College,Divorced,Star,2724.43,Standard,2017,11,79381
200999,589466,2018,12,4,3,7,1449,144.0,0,0,British Columbia,Victoria,V10 6T5,Female,College,Married,Star,2305.06,Standard,2015,9,79381
201023,589580,2018,12,2,0,2,3410,341.0,0,0,British Columbia,Whistler,V6T 1Y8,Male,Doctor,Married,Star,3954.34,Standard,2015,8,152955
201047,589745,2018,12,7,0,7,1498,149.0,0,0,Newfoundland,St. John's,A1C 6H9,Female,High School or Below,Married,Nova,7188.29,Standard,2013,1,46459
201071,589765,2018,12,0,0,0,0,0.0,0,0,Ontario,Toronto,P1L 8X8,Female,Bachelor,Single,Aurora,9406.38,Standard,2013,4,104488
201095,589795,2018,12,17,0,17,2907,290.0,0,0,Alberta,Edmonton,T9G 1W3,Male,Bachelor,Single,Nova,9075.77,Standard,2016,3,59510
201119,589818,2018,12,0,0,0,0,0.0,0,0,Nova Scotia,Halifax,B3J 9S2,Male,College,Married,Star,9472.96,Standard,2012,9,79381
201143,589840,2018,12,0,0,0,0,0.0,0,0,Ontario,Thunder Bay,K8T 5M5,Male,College,Married,Star,4903.13,Standard,2014,11,79381
201167,590012,2018,12,0,0,0,0,0.0,0,0,Ontario,Toronto,M8Y 4K8,Female,Bachelor,Married,Nova,3746.75,Standard,2015,6,62259
201191,590025,2018,12,17,0,17,4488,448.0,0,0,Ontario,Trenton,K8V 4B2,Female,College,Married,Nova,6331.34,Standard,2017,12,79381
201215,590098,2018,12,5,0,5,3120,312.0,0,0,British Columbia,Vancouver,V1E 4R6,Male,College,Single,Star,2252.42,Standard,2014,4,79381
201239,868744,2018,12,0,0,0,0,0.0,0,0,British Columbia,Whistler,V6T 1Y8,Female,College,Single,Star,7637.11,Standard,2015,9,79381
201263,590280,2018,12,9,0,9,2277,227.0,0,0,Ontario,Toronto,P2T 6G3,Female,College,Single,Aurora,20552.62,Standard,2014,1,79381
201287,590301,2018,12,0,0,0,0,0.0,0,0,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,Married,Aurora,5126.04,Standard,2012,10,78114
201311,590393,2018,12,15,2,17,2040,204.0,0,0,Quebec,Montreal,H4G 3T4,Male,Bachelor,Married,Nova,6165.86,Standard,2018,10,76459
201335,590485,2018,12,5,0,5,640,64.0,0,0,Quebec,Montreal,H2T 9K8,Male,College,Married,Star,7547.76,Standard,2012,10,79381
201359,590514,2018,12,0,0,0,0,0.0,0,0,Quebec,Montreal,H2Y 2W2,Male,Bachelor,Married,Star,24320.64,Standard,2012,10,75973
201383,590621,2018,12,6,0,6,582,58.0,0,0,Alberta,Edmonton,T9G 1W3,Female,College,Single,Aurora,8255.06,Standard,2018,11,79381
201407,590647,2018,12,9,4,13,1365,136.0,0,0,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,Married,Nova,7243.87,Standard,2013,7,62604
201431,117939,2018,12,0,0,0,0,0.0,0,0,Quebec,Montreal,H4G 3T4,Male,College,Single,Star,20294.39,Standard,2013,11,79381
201455,590752,2018,12,5,0,5,3055,305.0,0,0,Alberta,Peace River,T9O 2W2,Male,Bachelor,Married,Nova,5727.33,Standard,2015,9,105034
201479,590778,2018,12,10,5,15,4185,418.0,0,0,Quebec,Hull,J8Y 3Z5,Male,Bachelor,Married,Star,27643.24,Standard,2017,7,78300
201503,590936,2018,12,0,0,0,0,0.0,0,0,Quebec,Montreal,H2T 9K8,Male,Bachelor,Married,Nova,7025.65,Standard,2013,10,67116
201527,590981,2018,12,0,0,0,0,0.0,0,0,Quebec,Montreal,H2T 2J6,Female,College,Single,Star,2113.86,Standard,2017,6,79381
201551,590989,2018,12,0,0,0,0,0.0,0,0,Manitoba,Winnipeg,R2C 0M5,Male,Bachelor,Single,Nova,8193.09,Standard,2013,2,72036
201575,591174,2018,12,16,4,20,3000,300.0,0,0,British Columbia,Dawson Creek,U5I 4F1,Male,College,Married,Star,5619.69,Standard,2017,11,79381
201599,591234,2018,12,14,0,14,4368,436.0,0,0,Ontario,Toronto,P1J 8T7,Female,Bachelor,Married,Nova,14019.98,Standard,2018,10,58786
201623,591272,2018,12,12,7,19,2090,209.0,0,0,Alberta,Peace River,T9O 2W2,Female,Bachelor,Single,Star,13350.12,Standard,2012,8,53068
201647,591367,2018,12,1,1,2,1516,151.0,0,0,Ontario,Toronto,P1J 8T7,Female,College,Married,Nova,4774.75,Standard,2017,4,79381
201671,591377,2018,12,0,0,0,0,0.0,0,0,Alberta,Banff,T4V 1D4,Female,Bachelor,Single,Star,12902.56,Standard,2016,6,95265
201695,591414,2018,12,11,0,11,3355,335.0,0,0,Ontario,Toronto,P1W 1K4,Female,Bachelor,Married,Nova,9035.67,2018 Promotion,2018,3,57033
201719,591476,2018,12,0,0,0,0,0.0,0,0,British Columbia,Vancouver,V6E 3D9,Male,College,Married,Aurora,6105.8,Standard,2012,8,79381
201743,591547,2018,12,14,2,16,3120,312.0,0,0,Ontario,Toronto,M2M 6J7,Male,Bachelor,Single,Nova,2794.91,Standard,2012,7,61018
201767,591576,2018,12,0,0,0,0,0.0,0,0,Quebec,Montreal,H2Y 4R4,Female,College,Single,Star,4531.68,Standard,2012,11,79381
201791,591579,2018,12,8,1,9,2898,289.0,0,0,Ontario,Trenton,K8V 4B2,Female,Bachelor,Single,Aurora,5406.88,Standard,2018,8,51785
201815,591608,2018,12,14,4,18,4662,466.0,0,0,British Columbia,Vancouver,V6E 3Z3,Female,Bachelor,Married,Aurora,5074.25,Standard,2013,1,80885
201839,591641,2018,12,8,5,13,988,98.0,0,0,Manitoba,Winnipeg,R3R 3T4,Male,Bachelor,Single,Nova,8556.58,Standard,2017,7,70280
201863,591731,2018,12,12,0,12,2568,256.0,0,0,Ontario,Toronto,P2T 6G3,Male,Bachelor,Married,Star,4064.18,Standard,2013,9,51370
201887,591758,2018,12,9,0,9,3888,388.0,0,0,New Brunswick,Fredericton,E3B 2H2,Female,Bachelor,Divorced,Nova,3265.16,Standard,2013,7,50800
201911,591841,2018,12,0,0,0,0,0.0,0,0,Ontario,Toronto,P1J 8T7,Male,College,Married,Star,2677.28,Standard,2014,12,79381
201935,591854,2018,12,0,0,0,0,0.0,0,0,Manitoba,Winnipeg,R2C 0M5,Female,Bachelor,Single,Nova,4070.05,Standard,2014,1,59300
201959,592003,2018,12,9,8,17,4233,423.0,0,0,New Brunswick,Fredericton,E3B 2H2,Male,Bachelor,Married,Aurora,73225.96,2018 Promotion,2018,3,60845
201983,592034,2018,12,0,0,0,0,0.0,0,0,British Columbia,Vancouver,V1E 4R6,Male,Bachelor,Married,Nova,8819.02,2018 Promotion,2018,2,104968
202007,592064,2018,12,0,0,0,0,0.0,0,0,British Columbia,Vancouver,V6E 3D9,Male,College,Single,Nova,5612.38,Standard,2017,10,79381
202031,592088,2018,12,9,4,13,2587,258.0,0,0,Quebec,Montreal,H2T 9K8,Female,College,Single,Star,4101.94,Standard,2015,5,79381
202055,592145,2018,12,0,0,0,0,0.0,0,0,Quebec,Quebec City,G1B 3L5,Male,Bachelor,Married,Aurora,7035.76,Standard,2015,1,88423
202079,592213,2018,12,0,0,0,0,0.0,0,0,Ontario,Kingston,M9K 2P4,Female,Bachelor,Married,Star,2664.24,Standard,2014,8,92559
202103,592251,2018,12,17,0,17,4692,469.0,0,0,British Columbia,Whistler,V6T 1Y8,Female,Bachelor,Married,Nova,30154.68,Standard,2013,5,85587
202127,592302,2018,12,5,0,5,2740,274.0,0,0,Quebec,Montreal,H2T 9K8,Male,College,Married,Nova,10377.37,Standard,2017,9,79381
202151,592350,2018,12,15,5,20,1400,140.0,0,0,Ontario,Toronto,P2T 6G3,Male,Bachelor,Married,Star,2542.06,Standard,2017,2,93736
202175,592431,2018,12,5,3,8,1312,131.0,0,0,British Columbia,Dawson Creek,U5I 4F1,Male,Bachelor,Married,Nova,10700.5,Standard,2014,4,87017
202199,592485,2018,12,0,0,0,0,0.0,0,0,Quebec,Montreal,H4G 3T4,Male,Bachelor,Married,Nova,7282.97,Standard,2012,9,61804
202223,592515,2018,12,0,0,0,0,0.0,0,0,Saskatchewan,Regina,S6J 3G0,Male,Bachelor,Married,Star,2570.16,Standard,2012,9,74713
202247,592532,2018,12,0,0,0,0,0.0,0,0,Prince Edward Island,Charlottetown,C1A 6E8,Female,Bachelor,Married,Star,2472.47,Standard,2012,8,78636
202271,592966,2018,12,9,4,13,1495,149.0,0,0,Ontario,Toronto,M8Y 4K8,Female,Bachelor,Married,Aurora,8966.31,Standard,2013,1,62515
202295,592992,2018,12,0,0,0,0,0.0,0,0,Ontario,Trenton,K8V 4B2,Male,College,Married,Aurora,61850.19,Standard,2013,7,79381
202319,593039,2018,12,10,5,15,1170,117.0,0,0,Ontario,Kingston,M9K 2P4,Female,Bachelor,Divorced,Nova,7803.5,Standard,2017,12,93679
202343,593116,2018,12,12,0,12,1836,183.0,0,0,Quebec,Montreal,H2Y 2W2,Male,Bachelor,Married,Nova,2810.46,Standard,2014,12,51510
202367,593190,2018,12,11,7,18,3312,331.0,0,0,Quebec,Montreal,H2Y 4R4,Male,Bachelor,Divorced,Aurora,7334.33,Standard,2013,2,96269
202415,593252,2018,12,0,0,0,0,0.0,0,0,Quebec,Montreal,H4G 3T4,Male,Bachelor,Married,Aurora,7295.43,Standard,2015,12,51553
202439,593277,2018,12,14,0,14,994,99.0,0,0,Ontario,Thunder Bay,K8T 5M5,Female,College,Single,Nova,5143.87,Standard,2017,12,79381
202463,593340,2018,12,7,7,14,1568,156.0,0,0,Nova Scotia,Halifax,B3J 9S2,Male,High School or Below,Single,Star,5305.09,Standard,2013,2,73681
202487,593386,2017,9,5,5,10,660,66.0,522,42,Manitoba,Winnipeg,R2C 0M5,Female,Bachelor,Married,Aurora,10507.5,2018 Promotion,2018,3,87921
202511,593421,2018,11,0,0,0,0,0.0,0,0,Quebec,Hull,J8Y 3Z5,Female,Doctor,Married,Nova,14206.98,Standard,2016,5,250240
202535,593506,2018,12,12,0,12,1284,128.0,0,0,Ontario,Toronto,M2M 6J7,Female,Bachelor,Single,Star,5457.26,Standard,2013,7,68526
202559,593651,2018,12,0,0,0,0,0.0,0,0,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,Married,Aurora,9320.28,Standard,2014,12,47297
202583,593684,2018,12,10,2,12,1416,141.0,0,0,Ontario,Ottawa,K1F 2R2,Male,Bachelor,Single,Star,7868.1,Standard,2015,4,50118
202607,593710,2018,12,3,1,4,1776,177.0,0,0,Prince Edward Island,Charlottetown,C1A 6E8,Male,College,Married,Star,2607.82,Standard,2014,5,79381
202631,593781,2018,12,1,1,2,3074,307.0,0,0,British Columbia,Dawson Creek,U5I 4F1,Female,College,Single,Star,2308.47,Standard,2012,8,79381
202655,593868,2018,12,0,0,0,0,0.0,0,0,Ontario,Ottawa,K1G 4Z0,Male,Bachelor,Married,Aurora,6106.47,Standard,2016,7,75983
202679,593885,2018,12,0,0,0,0,0.0,0,0,British Columbia,Dawson Creek,U5I 4F1,Male,Bachelor,Married,Aurora,5700.76,Standard,2018,11,51525
202703,594028,2018,12,0,0,0,0,0.0,0,0,Ontario,Toronto,P2T 6G3,Female,College,Single,Star,2414.07,Standard,2012,6,79381
202727,594200,2018,12,0,0,0,0,0.0,0,0,Ontario,Ottawa,K1F 2R2,Female,College,Married,Aurora,15563.37,Standard,2018,12,79381
202751,594468,2018,12,0,0,0,0,0.0,0,0,Prince Edward Island,Charlottetown,C1A 6E8,Female,College,Married,Star,18542.3,Standard,2015,9,79381
